Y,X1,X2
-8536,-4569,-3967
-5267,-4849,-418
5303,1589,3714
3982,542,3440
-3163,-2722,-441
-1402,1208,-2610
-8832,-4158,-4674
3057,726,2331
2228,-1732,3960
3600,17,3583
655,3491,-2836
6409,1672,4737
-5086,-1399,-3687
1172,3950,-2778
3368,3160,208
-116,-2269,2153
3658,821,2837
-1840,-3315,1475
-441,-2474,2033
-8395,-4665,-3730
1353,-2406,3759
3134,2394,740
-2307,1628,-3935
-8844,-4411,-4433
5761,2020,3741
7030,2737,4293
-9024,-4418,-4606
-2737,1816,-4553
-3918,-1638,-2280
-7924,-3071,-4853
724,-884,1608
-1546,2614,-4160
4269,829,3440
1038,3295,-2257
1797,3528,-1731
-1977,566,-2543
3871,-735,4606
-359,-3362,3003
-4229,-2204,-2025
4311,3472,839
1888,1456,432
1023,1582,-559
-817,1412,-2229
2068,510,1558
-9527,-4849,-4678
7769,3545,4224
-299,-2121,1822
-6507,-2819,-3688
315,1984,-1669
-8101,-3240,-4861
-2271,-55,-2216
-6202,-3252,-2950
88,-4186,4274
-1889,-972,-917
-7155,-2483,-4672
4363,1451,2912
-6686,-4195,-2491
-3243,-2441,-802
-5818,-3987,-1831
3390,-500,3890
-4724,-1781,-2943
-3749,-3928,179
1909,-1209,3118
-2291,-3191,900
-3924,745,-4669
7184,4935,2249
4071,4129,-58
1242,830,412
-2353,573,-2926
5565,4983,582
2373,2420,-47
-5091,-2962,-2129
1428,-114,1542
266,-14,280
2388,953,1435
-2376,583,-2959
3030,1604,1426
-6354,-3860,-2494
-6481,-1848,-4633
-2530,-2633,103
232,1539,-1307
-6177,-2850,-3327
1210,-1551,2761
-93,4725,-4818
-430,-3061,2631
1680,813,867
3089,2739,350
-4269,111,-4380
-1913,-3723,1810
1523,257,1266
4822,2712,2110
1487,-669,2156
2022,-2393,4415
5572,3939,1633
661,4771,-4110
2424,1385,1039
-2380,-1435,-945
402,-860,1262
1506,-286,1792
-3161,1024,-4185
522,4768,-4246
-970,-2580,1610
-4622,-865,-3757
-6040,-2907,-3133
1178,1619,-441
-833,2704,-3537
2569,1987,582
-5846,-4075,-1771
5110,4096,1014
-874,-4380,3506
1907,241,1666
-4426,566,-4992
-1292,-3133,1841
-18,2894,-2912
-4105,-2595,-1510
868,-3463,4331
4515,887,3628
5734,2433,3301
6195,4278,1917
2935,2356,579
-7643,-4436,-3207
-258,-4076,3818
3867,3565,302
-3895,229,-4124
576,2122,-1546
-7575,-3357,-4218
1158,1153,5
-4617,-1771,-2846
-5321,-1909,-3412
5848,1121,4727
-6084,-3705,-2379
2383,-2553,4936
992,-2926,3918
-600,-1687,1087
7081,4638,2443
1046,-432,1478
3054,4818,-1764
-4576,-3401,-1175
4341,176,4165
-768,899,-1667
-7661,-3893,-3768
793,-3905,4698
-4463,-3869,-594
750,-345,1095
1764,-1977,3741
-4345,-1979,-2366
3432,2887,545
-1689,65,-1754
4984,4447,537
4601,3458,1143
2875,-446,3321
1701,-591,2292
-5021,-2459,-2562
-3701,-3673,-28
-831,-264,-567
3035,2908,127
-2548,2407,-4955
-4449,333,-4782
-3491,1209,-4700
5756,3880,1876
866,4315,-3449
-4388,-2545,-1843
-3562,465,-4027
-872,1585,-2457
-724,4214,-4938
8926,4032,4894
-4320,-1617,-2703
1660,3946,-2286
-5832,-2209,-3623
2388,-1909,4297
5089,466,4623
1637,-245,1882
2310,3868,-1558
6531,3788,2743
2795,1605,1190
-1686,1660,-3346
-1598,-3275,1677
6736,1822,4914
2602,1640,962
-6703,-2601,-4102
-5109,-912,-4197
8453,4129,4324
-2244,-3859,1615
-2268,2722,-4990
-7063,-4513,-2550
1749,1580,169
2052,-498,2550
-2931,578,-3509
8827,4665,4162
-7627,-3191,-4436
1884,-2145,4029
-1700,-126,-1574
-8785,-4221,-4564
-812,-4424,3612
-6144,-3926,-2218
-6914,-3414,-3500
3680,782,2898
-6600,-3827,-2773
2676,401,2275
-1792,-3004,1212
4771,2981,1790
-7470,-2608,-4862
-2997,-2883,-114
3760,-598,4358
2603,-813,3416
3189,4773,-1584
6577,4382,2195
-2612,140,-2752
529,1495,-966
-3990,-778,-3212
-918,-3657,2739
-5607,-706,-4901
-1236,2471,-3707
-8833,-3862,-4971
1625,890,735
3995,821,3174
-4407,-3825,-582
-1415,2270,-3685
-4468,291,-4759
-1261,-1403,142
-8023,-4354,-3669
-1469,-1329,-140
1532,1414,118
1393,4008,-2615
-5780,-4493,-1287
-1740,2193,-3933
-2943,-3249,306
-4599,-4146,-453
610,-1474,2084
493,1291,-798
7494,2551,4943
-1019,-2708,1689
-8023,-4290,-3733
1538,3287,-1749
-7336,-4331,-3005
1957,4531,-2574
138,-167,305
2591,4662,-2071
-5845,-2163,-3682
5695,2274,3421
903,1791,-888
-2799,-3725,926
57,2744,-2687
-4765,-2481,-2284
-5726,-1927,-3799
-979,-2693,1714
2315,-1401,3716
-2990,-4023,1033
1936,-2171,4107
5318,1832,3486
441,2097,-1656
-7083,-4908,-2175
-4577,-2702,-1875
966,1585,-619
2699,3297,-598
5844,2596,3248
3405,-664,4069
982,-1702,2684
-3920,590,-4510
233,3877,-3644
-4893,-79,-4814
2258,-1133,3391
4435,2485,1950
7860,4520,3340
5944,1172,4772
3507,2820,687
-2174,771,-2945
-9269,-4722,-4547
-5236,-3429,-1807
-2018,-513,-1505
808,4923,-4115
-5804,-2638,-3166
-7444,-4865,-2579
2273,2379,-106
-2943,-1798,-1145
482,2888,-2406
-5386,-2508,-2878
-2698,-515,-2183
-2039,1612,-3651
5003,716,4287
-6236,-1499,-4737
2848,1311,1537
-2478,-4865,2387
1619,2589,-970
-464,-2079,1615
-510,1343,-1853
4035,4194,-159
-3787,1109,-4896
373,2076,-1703
-5270,-508,-4762
135,-60,195
6049,1847,4202
1836,2959,-1123
8912,4076,4836
-458,443,-901
-4030,-4201,171
1774,3636,-1862
-70,-1716,1646
2216,-1824,4040
4294,4036,258
5651,3159,2492
-2688,-4433,1745
667,-2260,2927
-2706,2277,-4983
531,4821,-4290
-4029,681,-4710
-20,-4095,4075
3635,3420,215
4656,3839,817
-3602,363,-3965
416,3024,-2608
671,-813,1484
1661,-3160,4821
-3388,366,-3754
118,604,-486
-125,-1504,1379
-3076,-3373,297
-7009,-3062,-3947
-4274,-2016,-2258
-7397,-4634,-2763
7419,2496,4923
3621,-323,3944
7750,3155,4595
-5916,-2312,-3604
102,-3242,3344
-896,3637,-4533
1272,218,1054
2663,1886,777
-1043,-1042,-1
-311,-946,635
-3482,-4110,628
-1011,-3960,2949
5725,915,4810
-2646,2146,-4792
6439,3265,3174
1666,1415,251
-6022,-4808,-1214
5704,2059,3645
-4226,-1484,-2742
-6110,-4070,-2040
5495,3716,1779
-6598,-4805,-1793
3501,1406,2095
2135,2098,37
-3211,-800,-2411
-5213,-4892,-321
-2229,576,-2805
-4102,-1292,-2810
-6306,-3948,-2358
-4447,69,-4516
312,-2789,3101
80,-2088,2168
-5340,-4116,-1224
194,-1667,1861
-4749,-3056,-1693
8276,3566,4710
-1325,-3402,2077
402,3714,-3312
4804,2842,1962
-4400,-2064,-2336
4850,3044,1806
298,1451,-1153
299,4527,-4228
-2866,-196,-2670
-2711,-2406,-305
5929,1122,4807
-1516,3029,-4545
1189,2998,-1809
-778,-1741,963
1922,3584,-1662
-3488,173,-3661
6636,1688,4948
-2635,1937,-4572
3420,2466,954
-2040,-801,-1239
932,1740,-808
1583,-179,1762
727,2032,-1305
-2361,-1885,-476
-2855,-1247,-1608
3501,4203,-702
3384,1049,2335
-7822,-4157,-3665
6709,3500,3209
-477,-3819,3342
-295,3856,-4151
6683,1882,4801
-943,-422,-521
-7,-4114,4107
-8021,-4067,-3954
-4171,-4842,671
1927,-1432,3359
-6912,-3733,-3179
3017,-1794,4811
3921,2935,986
1362,-3200,4562
-2606,1371,-3977
5342,4249,1093
-1582,-4652,3070
4540,2800,1740
130,4632,-4502
398,-3086,3484
5049,2630,2419
6472,3186,3286
-5250,-479,-4771
4432,4610,-178
813,-154,967
-4058,402,-4460
2668,1454,1214
-6274,-1710,-4564
3364,2948,416
1362,622,740
2211,4569,-2358
1566,-2512,4078
-1536,-4030,2494
-1763,-4133,2370
-162,4738,-4900
-548,1732,-2280
15,4227,-4212
3971,209,3762
1700,4505,-2805
-106,-378,272
7307,2949,4358
824,2777,-1953
4155,2773,1382
310,-3297,3607
857,1088,-231
2397,-43,2440
2795,-1011,3806
5362,1432,3930
4221,1065,3156
-6501,-2885,-3616
-1825,-3226,1401
4242,700,3542
-4815,-1755,-3060
-7419,-4415,-3004
-1226,-1986,760
-2199,2257,-4456
-4585,-829,-3756
1759,2314,-555
7436,3147,4289
3402,4612,-1210
660,-1945,2605
6873,3841,3032
6186,3870,2316
-1038,-2677,1639
-2389,-1214,-1175
-129,-4537,4408
-2922,-884,-2038
-8345,-4526,-3819
3493,223,3270
214,-2331,2545
2594,412,2182
1689,2834,-1145
-6374,-2416,-3958
-822,3344,-4166
-4363,-2322,-2041
9141,4422,4719
377,365,12
-899,-4141,3242
-106,1978,-2084
468,-2908,3376
4929,232,4697
63,2985,-2922
3920,4891,-971
5520,2404,3116
7265,2454,4811
-4564,-1220,-3344
-4616,-2342,-2274
-1727,1781,-3508
-3398,-2958,-440
6751,3606,3145
-3974,-3788,-186
2622,2789,-167
4148,-429,4577
9238,4529,4709
2100,510,1590
-5140,-2716,-2424
526,4222,-3696
-3401,-2483,-918
5162,1819,3343
-2405,-66,-2339
-3177,257,-3434
-7466,-4072,-3394
2074,2099,-25
3661,2134,1527
-4558,-2678,-1880
-7769,-4527,-3242
4254,2913,1341
-854,-1910,1056
1924,4526,-2602
-6619,-1888,-4731
-5366,-4998,-368
-386,277,-663
1253,2522,-1269
7322,3840,3482
5951,1676,4275
-851,3031,-3882
-4667,-3915,-752
-1951,-4935,2984
6155,3611,2544
8701,4741,3960
4069,-647,4716
7598,4403,3195
-6031,-1887,-4144
614,-2603,3217
1357,2551,-1194
-5172,-279,-4893
474,-1045,1519
-6559,-2490,-4069
1175,-86,1261
1614,4425,-2811
5891,4562,1329
-2022,-1371,-651
-3534,-3887,353
6201,3267,2934
-2821,-721,-2100
5219,2652,2567
-2953,1125,-4078
-4521,-4319,-202
-3166,-4470,1304
155,1698,-1543
4747,4260,487
13,-4088,4101
-616,4009,-4625
-2531,-308,-2223
1354,-278,1632
6954,3978,2976
1443,3492,-2049
-178,2251,-2429
9429,4679,4750
2403,1331,1072
-5335,-3027,-2308
2546,2068,478
-706,-40,-666
-1672,-4198,2526
553,1182,-629
577,-2487,3064
-508,961,-1469
-295,1592,-1887
-740,249,-989
1619,-3255,4874
310,-727,1037
1625,-102,1727
-752,1092,-1844
-2297,-292,-2005
-4637,-2268,-2369
-2878,-2734,-144
4472,4234,238
2887,-1257,4144
-5752,-2822,-2930
-7117,-2732,-4385
1066,1801,-735
8050,3596,4454
-8526,-4344,-4182
7834,3053,4781
-333,-2637,2304
-2809,-1115,-1694
-1036,1101,-2137
-1230,1299,-2529
4564,2633,1931
-732,3705,-4437
4384,4191,193
8311,3532,4779
-994,-3828,2834
4390,2845,1545
2840,3547,-707
3785,-489,4274
1347,3173,-1826
568,3644,-3076
-3237,426,-3663
1462,3562,-2100
-1440,-4531,3091
7748,3914,3834
-4697,-2584,-2113
2963,1770,1193
-6885,-3507,-3378
-966,2783,-3749
2280,-703,2983
2416,-615,3031
-2624,-534,-2090
7840,4438,3402
4025,4439,-414
835,1153,-318
257,-753,1010
-1373,-2327,954
4520,4185,335
-2419,1246,-3665
150,1551,-1401
4268,2222,2046
-1948,-1603,-345
-2352,159,-2511
-1065,-538,-527
6460,3513,2947
-8550,-4567,-3983
1412,4930,-3518
-2794,1696,-4490
223,1994,-1771
-2486,-4602,2116
-170,4210,-4380
4641,3042,1599
923,1597,-674
2181,2930,-749
1068,1650,-582
-8300,-4027,-4273
-2336,-167,-2169
-1747,-3008,1261
-7557,-3762,-3795
5316,3229,2087
-783,2771,-3554
-5155,-4542,-613
-785,-276,-509
-5462,-3601,-1861
-2262,2419,-4681
-3251,-4951,1700
-2365,1124,-3489
1554,-2077,3631
5652,3286,2366
3370,14,3356
-3371,-2707,-664
2266,4624,-2358
-1222,2133,-3355
-266,2611,-2877
1187,-856,2043
645,19,626
248,-412,660
611,2163,-1552
4393,3405,988
502,3566,-3064
-2266,-4837,2571
-778,1910,-2688
-233,-1519,1286
-5015,-298,-4717
3387,-633,4020
7242,3745,3497
-740,3741,-4481
1967,-1633,3600
-4307,-2906,-1401
4928,3142,1786
-7742,-4086,-3656
5294,1256,4038
-4583,-364,-4219
-5677,-1618,-4059
-1383,-2034,651
3889,2408,1481
2356,2699,-343
-2805,-4780,1975
433,3844,-3411
1972,-223,2195
-799,-1307,508
-1290,3408,-4698
-7115,-2261,-4854
-3547,-2402,-1145
8829,4001,4828
285,-475,760
2022,-1750,3772
6440,3376,3064
1505,541,964
-4886,-195,-4691
1788,-182,1970
-3262,-3457,195
-4568,205,-4773
-8205,-4631,-3574
-4272,-825,-3447
-699,1276,-1975
476,-3531,4007
8764,4093,4671
-2349,-3510,1161
-4431,-2492,-1939
-2273,1597,-3870
-907,3699,-4606
7085,2664,4421
-6576,-3055,-3521
-3290,475,-3765
453,-2983,3436
-5313,-2634,-2679
3084,1151,1933
-251,-514,263
-2394,-4152,1758
-5671,-4319,-1352
6180,4384,1796
-2048,-2556,508
189,-3804,3993
-2518,-4353,1835
-1595,2349,-3944
-3056,-3385,329
-3783,-2152,-1631
2960,3626,-666
-4225,-2093,-2132
250,-1949,2199
-2524,-4717,2193
2409,4290,-1881
-3362,-3473,111
46,-1362,1408
2356,-2046,4402
-5296,-1517,-3779
1828,-2984,4812
-2666,2250,-4916
-4763,-2786,-1977
5541,4826,715
7958,4250,3708
-6278,-1439,-4839
797,3511,-2714
-190,1986,-2176
-4317,-4330,13
7975,4983,2992
-4405,-414,-3991
6880,2247,4633
5213,1093,4120
3760,2677,1083
3699,3977,-278
-7081,-2259,-4822
-1075,-1623,548
-1372,766,-2138
-9594,-4809,-4785
3197,289,2908
6078,4668,1410
-3922,-1077,-2845
2469,4907,-2438
5131,3238,1893
7850,4242,3608
-915,4017,-4932
-554,2198,-2752
2096,4383,-2287
4241,4305,-64
1434,-2048,3482
2917,4989,-2072
7841,3811,4030
-4687,-1626,-3061
388,3977,-3589
5487,4935,552
-1238,714,-1952
3844,4302,-458
119,-106,225
5021,2604,2417
4081,948,3133
6394,4277,2117
-129,1997,-2126
2771,4348,-1577
-130,-1753,1623
-758,-3523,2765
3482,2592,890
4788,3356,1432
1040,-1556,2596
-3736,-1942,-1794
-5385,-1999,-3386
746,-3091,3837
-5585,-2443,-3142
-5717,-3674,-2043
-1424,-3161,1737
-5794,-2938,-2856
8539,3800,4739
-4445,-749,-3696
-962,-2050,1088
2939,1200,1739
-5369,-1038,-4331
-4016,-3506,-510
-2858,-3340,482
3233,1058,2175
-5020,-4155,-865
7046,4143,2903
5205,4489,716
-5376,-2558,-2818
4471,3557,914
-881,-4003,3122
-5934,-3377,-2557
-9420,-4562,-4858
-1557,-1000,-557
-1124,-1730,606
1901,1561,340
1429,92,1337
6569,2766,3803
4795,3392,1403
4458,2924,1534
525,2057,-1532
5724,872,4852
806,-84,890
-3650,-3544,-106
-627,-2615,1988
496,-3590,4086
4049,3249,800
4416,2382,2034
-978,-3950,2972
876,-3647,4523
5935,2007,3928
-4586,-2161,-2425
3912,2016,1896
-22,1557,-1579
-3166,-576,-2590
5762,4686,1076
5883,4190,1693
-347,-2579,2232
1237,3671,-2434
-2221,2493,-4714
3614,-335,3949
-5772,-2963,-2809
-131,-1706,1575
2803,3375,-572
3929,1383,2546
1978,-1850,3828
2097,-1696,3793
-781,-3731,2950
-2266,-222,-2044
5329,3216,2113
-783,-3461,2678
-498,-1349,851
1838,-1004,2842
337,4232,-3895
-1609,189,-1798
2322,33,2289
-3434,-1427,-2007
-1841,-1150,-691
-5977,-4925,-1052
3965,4756,-791
4710,3536,1174
3965,-254,4219
-2183,-3663,1480
5813,1293,4520
-9181,-4255,-4926
-2454,1172,-3626
4106,1187,2919
-340,2598,-2938
1151,-2674,3825
1303,1164,139
2287,-2177,4464
7317,4600,2717
4877,2526,2351
-2064,-4765,2701
5539,4940,599
6112,4199,1913
-1467,-3116,1649
-5857,-2545,-3312
3198,1509,1689
6524,2493,4031
7633,2810,4823
-1093,-4038,2945
5988,3286,2702
2278,-72,2350
-3278,-4635,1357
4897,530,4367
-3444,-2325,-1119
-914,2125,-3039
-2034,651,-2685
1429,-2078,3507
6707,4970,1737
864,1211,-347
389,3623,-3234
6482,1602,4880
2447,4356,-1909
-5298,-4468,-830
-499,-3329,2830
-167,-3592,3425
2171,2073,98
-2365,-1193,-1172
-3732,-4459,727
-3460,1062,-4522
8235,4043,4192
-2592,-2102,-490
-2448,-1013,-1435
3601,-111,3712
3352,3940,-588
2756,-1416,4172
-3336,-1250,-2086
-2204,2297,-4501
967,2748,-1781
-101,2516,-2617
474,-1912,2386
3021,1424,1597
2266,156,2110
-3078,-218,-2860
9326,4430,4896
1763,4352,-2589
2849,-1100,3949
-2498,-712,-1786
-1984,-2053,69
-2706,2218,-4924
-7510,-4790,-2720
-3987,-3137,-850
8943,4384,4559
3004,-1395,4399
-5275,-2334,-2941
-1985,-4921,2936
-4309,-2626,-1683
3358,1349,2009
1618,-1735,3353
7601,3827,3774
2981,2107,874
7101,3409,3692
5367,4791,576
-1225,1665,-2890
5689,2173,3516
-5036,-4275,-761
-5334,-4147,-1187
-1824,-3234,1410
5718,1527,4191
-53,1407,-1460
-785,-562,-223
-4657,-2577,-2080
-854,2572,-3426
3645,4637,-992
-678,1434,-2112
-1380,-660,-720
5830,2823,3007
228,78,150
295,-3779,4074
-3960,-1295,-2665
1685,-2334,4019
3665,922,2743
-4390,-1508,-2882
209,4300,-4091
-773,3399,-4172
-194,736,-930
2601,4251,-1650
6002,2570,3432
-6053,-1614,-4439
-2795,-1979,-816
3768,2357,1411
5234,1263,3971
1043,757,286
1103,4448,-3345
1337,-471,1808
-3803,-2144,-1659
1537,1650,-113
2739,-750,3489
-1979,797,-2776
3613,378,3235
-4815,-2252,-2563
-6223,-3391,-2832
820,4295,-3475
-2653,159,-2812
473,-2193,2666
-592,-4125,3533
3717,1111,2606
4455,2711,1744
-770,-3539,2769
-518,2443,-2961
-773,1400,-2173
1817,4395,-2578
4373,-240,4613
-65,214,-279
-5325,-4425,-900
354,-278,632
-2761,-2483,-278
-486,2311,-2797
-6300,-1346,-4954
-1091,-1636,545
5212,2891,2321
4098,3387,711
-2744,-2029,-715
4655,1899,2756
1883,-962,2845
7747,3454,4293
5246,757,4489
-6836,-2309,-4527
-326,3878,-4204
2032,1260,772
-4770,-155,-4615
3194,-688,3882
-9177,-4491,-4686
-2427,2216,-4643
1993,3235,-1242
6142,3233,2909
-6097,-4675,-1422
6785,2627,4158
-1114,3145,-4259
1730,-1813,3543
-769,-4476,3707
-7556,-4124,-3432
-5785,-4743,-1042
5009,3372,1637
3716,336,3380
2702,-723,3425
-4733,-4561,-172
5795,2910,2885
-927,3511,-4438
4905,1126,3779
2669,2010,659
-4328,-1957,-2371
55,-2242,2297
-883,-2713,1830
4867,2156,2711
-734,-368,-366
-5011,-4079,-932
-2598,-791,-1807
2237,3673,-1436
-571,-3959,3388
-1926,-3022,1096
6799,3743,3056
672,2534,-1862
-1439,-2693,1254
73,1900,-1827
3667,3614,53
-9241,-4526,-4715
-1423,-3845,2422
-2946,-4788,1842
-1863,-4072,2209
-1658,2937,-4595
2728,4483,-1755
1482,-920,2402
6142,1327,4815
-2170,-1095,-1075
264,4863,-4599
1441,-1497,2938
-6454,-3640,-2814
2024,2215,-191
2219,-448,2667
2480,4827,-2347
-168,4518,-4686
-2274,2327,-4601
7083,3518,3565
1490,-804,2294
1868,-700,2568
-7958,-4025,-3933
-130,-2637,2507
2566,-274,2840
2385,3297,-912
6956,3270,3686
3745,3549,196
1996,-161,2157
1101,-610,1711
-63,313,-376
-997,-1337,340
1975,616,1359
2258,249,2009
-293,1760,-2053
-1477,1037,-2514
-7294,-3096,-4198
-8620,-4408,-4212
2231,3536,-1305
4892,3308,1584
376,1966,-1590
613,-3048,3661
-1209,-2650,1441
4994,4233,761
-4982,-4333,-649
2017,1180,837
1167,-2625,3792
3840,554,3286
-6089,-1771,-4318
3758,1133,2625
-250,1793,-2043
3152,8,3144
-3205,-3907,702
5175,3683,1492
6347,2603,3744
576,-1612,2188
-1397,-2456,1059
1865,-2493,4358
6129,2489,3640
6878,3863,3015
-1574,610,-2184
6441,3288,3153
-2186,1192,-3378
1325,842,483
-3303,-1879,-1424
-1286,-1591,305
-423,-354,-69
4167,4237,-70
1644,-3176,4820
282,-2741,3023
5994,3105,2889
3769,2735,1034
4088,931,3157
-5172,-2378,-2794
1864,4951,-3087
-239,-1362,1123
-2182,-1990,-192
-550,-2387,1837
-1989,-198,-1791
-2431,-1389,-1042
3436,1765,1671
3709,3873,-164
-2277,-786,-1491
2394,4897,-2503
1821,1329,492
-2317,-2169,-148
6684,4840,1844
1181,2790,-1609
814,4295,-3481
1793,1597,196
-2847,1245,-4092
1563,4103,-2540
5386,469,4917
2895,-724,3619
-6241,-4030,-2211
327,2986,-2659
4527,261,4266
-2366,-3169,803
-5298,-2270,-3028
-3350,-1754,-1596
8684,3929,4755
4173,3088,1085
1458,-3406,4864
1885,-438,2323
23,-1502,1525
-2524,1934,-4458
5291,2450,2841
-2809,-432,-2377
-5591,-4250,-1341
12,-1880,1892
84,3701,-3617
-1318,-4771,3453
2562,3248,-686
-5598,-3541,-2057
-3640,-1888,-1752
1880,1656,224
-4251,406,-4657
5178,2421,2757
-3141,-229,-2912
8883,4733,4150
346,1195,-849
-3882,-1370,-2512
-7879,-3969,-3910
-797,-415,-382
-2821,-3544,723
-3107,-1856,-1251
-547,1392,-1939
5605,3840,1765
8740,4641,4099
3383,3732,-349
-4176,-584,-3592
8798,3992,4806
2726,-1385,4111
231,-4552,4783
2247,900,1347
7219,3642,3577
490,-1765,2255
3108,733,2375
-3523,-3017,-506
2531,-756,3287
-5207,-2649,-2558
-3003,-489,-2514
-6059,-1928,-4131
727,-3725,4452
7103,3263,3840
-4345,629,-4974
-2371,-1340,-1031
951,2413,-1462
-3679,-1204,-2475
1713,-2589,4302
2538,-2254,4792
-7078,-3881,-3197
3144,1337,1807
-402,3188,-3590
4454,1933,2521
-3841,489,-4330
-1233,1055,-2288
2698,-857,3555
-1565,-629,-936
3416,-185,3601
1012,-618,1630
2128,2876,-748
2136,4039,-1903
-5653,-2385,-3268
270,-842,1112
-2249,2683,-4932
-6445,-4256,-2189
-1609,648,-2257
1379,2523,-1144
1632,3424,-1792
6622,3149,3473
1257,-249,1506
4668,4577,91
210,1949,-1739
-277,1382,-1659
-4731,-2228,-2503
5918,1027,4891
-3521,-3057,-464
2971,4713,-1742
2324,-2086,4410
3541,-603,4144
3103,1988,1115
9066,4509,4557
-563,-4121,3558
4407,-582,4989
-3982,597,-4579
267,1353,-1086
-1213,-3474,2261
-5012,-542,-4470
-8234,-4259,-3975
-853,-4449,3596
4539,1348,3191
-5149,-1856,-3293
1904,202,1702
-1201,1024,-2225
1398,1214,184
-6084,-4295,-1789
-4944,-543,-4401
6690,2488,4202
-1355,1653,-3008
1776,-2444,4220
-3187,-4516,1329
541,3182,-2641
-5574,-1213,-4361
-4245,454,-4699
827,49,778
6146,2274,3872
4444,3598,846
2818,-2060,4878
-2079,-2081,2
3788,4352,-564
1205,-2778,3983
-4273,-4225,-48
2228,2191,37
-2592,-1155,-1437
-862,2154,-3016
1877,4762,-2885
-5471,-2442,-3029
-2870,-1418,-1452
-3469,-204,-3265
-3270,-5,-3265
-5660,-1795,-3865
-4814,-4431,-383
-115,4451,-4566
2344,-628,2972
5775,4167,1608
28,3031,-3003
275,-2742,3017
187,3667,-3480
-3998,-3346,-652
6257,3557,2700
-2527,-2550,23
4307,4895,-588
7375,3538,3837
-1154,-4191,3037
-3788,-267,-3521
-3001,-3278,277
5723,1927,3796
-653,-3900,3247
-163,1548,-1711
1883,4201,-2318
3907,1016,2891
-5644,-1125,-4519
-4120,-1863,-2257
-1263,1142,-2405
-6268,-2050,-4218
-2182,-4239,2057
732,2197,-1465
3470,3695,-225
-3570,-4335,765
940,-980,1920
1738,4039,-2301
3788,3244,544
-1712,-4248,2536
-766,-4100,3334
-5818,-3716,-2102
2759,-287,3046
4124,-248,4372
-8733,-4145,-4588
4370,3657,713
-5577,-2188,-3389
-1468,-1040,-428
5456,2212,3244
-5349,-498,-4851
2369,4963,-2594
-4948,-3928,-1020
-6519,-1688,-4831
3472,4056,-584
-3536,805,-4341
289,-4355,4644
-3387,-1631,-1756
-7063,-3094,-3969
3864,4036,-172
-391,-4561,4170
-5166,-1429,-3737
3694,-538,4232
1268,4018,-2750
-5383,-3894,-1489
-2150,-6,-2144
5478,994,4484
536,4772,-4236
5141,2118,3023
1895,2984,-1089
-4265,313,-4578
-262,1022,-1284
358,-4308,4666
-1243,3340,-4583
1072,3824,-2752
3599,3891,-292
-7058,-3110,-3948
7072,3667,3405
-226,-3076,2850
3003,4692,-1689
-4856,-3313,-1543
4858,3694,1164
5467,1635,3832
3299,567,2732
-527,3573,-4100
-3879,-1655,-2224
-6629,-2947,-3682
-7815,-3976,-3839
-4008,-3909,-99
-1418,-109,-1309
-7110,-3122,-3988
-14,-2379,2365
3290,4661,-1371
2521,-2344,4865
-3416,-2365,-1051
-6021,-2083,-3938
156,1974,-1818
6777,3738,3039
-1956,1799,-3755
-5264,-4465,-799
4447,-374,4821
1959,3705,-1746
1317,-2235,3552
-5390,-2117,-3273
-4879,-1290,-3589
-1985,-4719,2734
-243,307,-550
-6764,-4828,-1936
-2235,1660,-3895
1860,2326,-466
8406,4095,4311
-594,-550,-44
-4328,-4035,-293
-794,-825,31
-2088,-4232,2144
7355,4392,2963
-1830,-1811,-19
-439,-2617,2178
3748,1159,2589
-1970,-881,-1089
5429,1977,3452
395,2294,-1899
-2108,-2490,382
4097,2890,1207
3382,2701,681
-6810,-4358,-2452
-1393,-4176,2783
5479,1595,3884
-5514,-4755,-759
8732,4636,4096
2952,603,2349
-2720,-3681,961
-3944,-4683,739
2942,1610,1332
-1637,-1998,361
3887,3478,409
6007,4594,1413
-5124,-2251,-2873
-1026,-581,-445
1810,-2930,4740
4547,3025,1522
8072,3837,4235
-1631,-278,-1353
673,3362,-2689
3481,3525,-44
3510,1417,2093
-3002,-2541,-461
914,-2068,2982
3858,4057,-199
-4061,-2096,-1965
-397,3492,-3889
-2261,448,-2709
-2598,-4715,2117
-213,4347,-4560
-7305,-4917,-2388
-1313,1469,-2782
-3776,-2862,-914
-4779,-1340,-3439
1332,1333,-1
-3671,-3093,-578
-3804,-1500,-2304
4241,3447,794
-428,-1743,1315
-2098,-1840,-258
6306,2330,3976
-1737,423,-2160
267,1904,-1637
2717,-1507,4224
7093,2446,4647
8301,4975,3326
920,3406,-2486
920,-1009,1929
7342,3299,4043
-4943,-1198,-3745
6242,4641,1601
-6986,-3766,-3220
7609,2657,4952
-661,3883,-4544
-4343,126,-4469
5616,3931,1685
5978,1886,4092
46,-108,154
9185,4733,4452
3256,1521,1735
-3159,-2993,-166
7822,4590,3232
1971,2002,-31
5383,3898,1485
-8342,-3699,-4643
2015,2917,-902
-5581,-1539,-4042
-77,-4219,4142
3095,2535,560
3513,4909,-1396
-3272,-4973,1701
-1861,2566,-4427
4559,4801,-242
1255,2721,-1466
3793,687,3106
1247,680,567
207,2074,-1867
624,4446,-3822
5413,1957,3456
2016,2338,-322
1538,836,702
-6737,-4990,-1747
1190,3082,-1892
-1399,190,-1589
-1742,2149,-3891
-2825,-538,-2287
